Country,Year,Production,Unit,Commodity,Source,iso3
Canada,2004,176.73520000000002,billion cubic metres,gas,Energy Institute Statistical Review,CAN
Mexico,2004,37.02704491666667,billion cubic metres,gas,Energy Institute Statistical Review,MEX
United States,2004,503.11008292651115,billion cubic metres,gas,Energy Institute Statistical Review,USA
Argentina,2004,43.64580000000001,billion cubic metres,gas,Energy Institute Statistical Review,ARG
Bolivia,2004,9.41988035339412,billion cubic metres,gas,Energy Institute Statistical Review,BOL
Brazil,2004,11.365777781550264,billion cubic metres,gas,Energy Institute Statistical Review,BRA
Colombia,2004,6.1348200406490045,billion cubic metres,gas,Energy Institute Statistical Review,COL
Peru,2004,0.82775,billion cubic metres,gas,Energy Institute Statistical Review,PER
Trinidad and Tobago,2004,28.57866511737563,billion cubic metres,gas,Energy Institute Statistical Review,TTO
Venezuela,2004,31.529550000000008,billion cubic metres,gas,Energy Institute Statistical Review,VEN
Denmark,2004,9.832064608372573,billion cubic metres,gas,Energy Institute Statistical Review,DNK
Germany,2004,17.133516035999996,billion cubic metres,gas,Energy Institute Statistical Review,DEU
Italy,2004,12.435959,billion cubic metres,gas,Energy Institute Statistical Review,ITA
Netherlands,2004,71.61666666666666,billion cubic metres,gas,Energy Institute Statistical Review,NLD
Norway,2004,79.76697450598,billion cubic metres,gas,Energy Institute Statistical Review,NOR
Poland,2004,4.56545,billion cubic metres,gas,Energy Institute Statistical Review,POL
Romania,2004,12.068975,billion cubic metres,gas,Energy Institute Statistical Review,ROU
Ukraine,2004,19.366408554572267,billion cubic metres,gas,Energy Institute Statistical Review,UKR
United Kingdom,2004,100.91314079999998,billion cubic metres,gas,Energy Institute Statistical Review,GBR
Azerbaijan,2004,4.55049,billion cubic metres,gas,Energy Institute Statistical Review,AZE
Kazakhstan,2004,16.401920278749998,billion cubic metres,gas,Energy Institute Statistical Review,KAZ
Russian Federation,2004,582.5770648967552,billion cubic metres,gas,Energy Institute Statistical Review,RUS
Turkmenistan,2004,52.64875000000001,billion cubic metres,gas,Energy Institute Statistical Review,TKM
Uzbekistan,2004,53.80375,billion cubic metres,gas,Energy Institute Statistical Review,UZB
Bahrain,2004,9.26988888888889,billion cubic metres,gas,Energy Institute Statistical Review,BHR
Iran,2004,91.04012831999998,billion cubic metres,gas,Energy Institute Statistical Review,IRN
Iraq,2004,0.95,billion cubic metres,gas,Energy Institute Statistical Review,IRQ
Israel,2004,1.1320240782326463,billion cubic metres,gas,Energy Institute Statistical Review,ISR
Kuwait,2004,10.355,billion cubic metres,gas,Energy Institute Statistical Review,KWT
Oman,2004,18.657536944476863,billion cubic metres,gas,Energy Institute Statistical Review,OMN
Qatar,2004,40.54095000000001,billion cubic metres,gas,Energy Institute Statistical Review,QAT
Saudi Arabia,2004,62.396,billion cubic metres,gas,Energy Institute Statistical Review,SAU
Syria,2004,5.937749999999999,billion cubic metres,gas,Energy Institute Statistical Review,SYR
United Arab Emirates,2004,45.13275,billion cubic metres,gas,Energy Institute Statistical Review,ARE
Algeria,2004,92.054939,billion cubic metres,gas,Energy Institute Statistical Review,DZA
Egypt,2004,31.7625,billion cubic metres,gas,Energy Institute Statistical Review,EGY
Libya,2004,7.657000000000001,billion cubic metres,gas,Energy Institute Statistical Review,LBY
Nigeria,2004,22.89419690921334,billion cubic metres,gas,Energy Institute Statistical Review,NGA
Australia,2004,35.9303126098597,billion cubic metres,gas,Energy Institute Statistical Review,AUS
Bangladesh,2004,12.340231917956249,billion cubic metres,gas,Energy Institute Statistical Review,BGD
Brunei,2004,11.926822206,billion cubic metres,gas,Energy Institute Statistical Review,BRN
China,2004,41.786135693215336,billion cubic metres,gas,Energy Institute Statistical Review,CHN
India,2004,28.1377635,billion cubic metres,gas,Energy Institute Statistical Review,IND
Indonesia,2004,75.694689767277,billion cubic metres,gas,Energy Institute Statistical Review,IDN
Malaysia,2004,60.142219000000026,billion cubic metres,gas,Energy Institute Statistical Review,MYS
Myanmar,2004,10.0215,billion cubic metres,gas,Energy Institute Statistical Review,MMR
Pakistan,2004,30.676594838783625,billion cubic metres,gas,Energy Institute Statistical Review,PAK
Thailand,2004,23.14757372236106,billion cubic metres,gas,Energy Institute Statistical Review,THA
Vietnam,2004,4.0144,billion cubic metres,gas,Energy Institute Statistical Review,VNM
Canada,2005,179.15245,billion cubic metres,gas,Energy Institute Statistical Review,CAN
Mexico,2005,44.31189113888889,billion cubic metres,gas,Energy Institute Statistical Review,MEX
United States,2005,489.44080567636274,billion cubic metres,gas,Energy Institute Statistical Review,USA
Argentina,2005,44.375175000000006,billion cubic metres,gas,Energy Institute Statistical Review,ARG
Bolivia,2005,11.62158134553081,billion cubic metres,gas,Energy Institute Statistical Review,BOL
Brazil,2005,11.241440709352444,billion cubic metres,gas,Energy Institute Statistical Review,BRA
Colombia,2005,6.446344289014627,billion cubic metres,gas,Energy Institute Statistical Review,COL
Peru,2005,1.4599701208930818,billion cubic metres,gas,Energy Institute Statistical Review,PER
Trinidad and Tobago,2005,30.01034530237275,billion cubic metres,gas,Energy Institute Statistical Review,TTO
Venezuela,2005,30.435090000000002,billion cubic metres,gas,Energy Institute Statistical Review,VEN
Denmark,2005,10.913009387605973,billion cubic metres,gas,Energy Institute Statistical Review,DNK
Germany,2005,16.542674820000002,billion cubic metres,gas,Energy Institute Statistical Review,DEU
Italy,2005,11.582317,billion cubic metres,gas,Energy Institute Statistical Review,ITA
Netherlands,2005,65.33333333333334,billion cubic metres,gas,Energy Institute Statistical Review,NLD
Norway,2005,85.670912804,billion cubic metres,gas,Energy Institute Statistical Review,NOR
Poland,2005,4.5175,billion cubic metres,gas,Energy Institute Statistical Review,POL
Romania,2005,11.282625,billion cubic metres,gas,Energy Institute Statistical Review,ROU
Ukraine,2005,19.673992133726646,billion cubic metres,gas,Energy Institute Statistical Review,UKR
United Kingdom,2005,92.33902350000001,billion cubic metres,gas,Energy Institute Statistical Review,GBR
Azerbaijan,2005,5.597395649999999,billion cubic metres,gas,Energy Institute Statistical Review,AZE
Kazakhstan,2005,18.983254069999997,billion cubic metres,gas,Energy Institute Statistical Review,KAZ
Russian Federation,2005,589.4741887905604,billion cubic metres,gas,Energy Institute Statistical Review,RUS
Turkmenistan,2005,56.88375,billion cubic metres,gas,Energy Institute Statistical Review,TKM
Uzbekistan,2005,54.621875,billion cubic metres,gas,Energy Institute Statistical Review,UZB
Bahrain,2005,10.174285193640376,billion cubic metres,gas,Energy Institute Statistical Review,BHR
Iran,2005,96.6125272,billion cubic metres,gas,Energy Institute Statistical Review,IRN
Iraq,2005,1.3775,billion cubic metres,gas,Energy Institute Statistical Review,IRQ
Israel,2005,1.5710522664005517,billion cubic metres,gas,Energy Institute Statistical Review,ISR
Kuwait,2005,11.685,billion cubic metres,gas,Energy Institute Statistical Review,KWT
Oman,2005,20.849398832530127,billion cubic metres,gas,Energy Institute Statistical Review,OMN
Qatar,2005,47.403000000000006,billion cubic metres,gas,Energy Institute Statistical Review,QAT
Saudi Arabia,2005,67.678,billion cubic metres,gas,Energy Institute Statistical Review,SAU
Syria,2005,5.74925,billion cubic metres,gas,Energy Institute Statistical Review,SYR
United Arab Emirates,2005,46.59525,billion cubic metres,gas,Energy Institute Statistical Review,ARE
Algeria,2005,84.91175,billion cubic metres,gas,Energy Institute Statistical Review,DZA
Egypt,2005,40.90625,billion cubic metres,gas,Energy Institute Statistical Review,EGY
Libya,2005,10.735000000000001,billion cubic metres,gas,Energy Institute Statistical Review,LBY
Nigeria,2005,22.98398668853173,billion cubic metres,gas,Energy Institute Statistical Review,NGA
Australia,2005,38.23527969610551,billion cubic metres,gas,Energy Institute Statistical Review,AUS
Bangladesh,2005,13.263357688350002,billion cubic metres,gas,Energy Institute Statistical Review,BGD
Brunei,2005,11.709442484999997,billion cubic metres,gas,Energy Institute Statistical Review,BRN
China,2005,49.7079646017699,billion cubic metres,gas,Energy Institute Statistical Review,CHN
India,2005,28.5121375,billion cubic metres,gas,Energy Institute Statistical Review,IND
Indonesia,2005,76.26978049670176,billion cubic metres,gas,Energy Institute Statistical Review,IDN
Malaysia,2005,67.6999796340957,billion cubic metres,gas,Energy Institute Statistical Review,MYS
Myanmar,2005,11.986500000000001,billion cubic metres,gas,Energy Institute Statistical Review,MMR
Pakistan,2005,32.61018864151425,billion cubic metres,gas,Energy Institute Statistical Review,PAK
Thailand,2005,24.51773958969904,billion cubic metres,gas,Energy Institute Statistical Review,THA
Vietnam,2005,6.214600000000001,billion cubic metres,gas,Energy Institute Statistical Review,VNM
Canada,2006,179.39739999999998,billion cubic metres,gas,Energy Institute Statistical Review,CAN
Mexico,2006,48.452200250000004,billion cubic metres,gas,Energy Institute Statistical Review,MEX
United States,2006,501.72405605292414,billion cubic metres,gas,Energy Institute Statistical Review,USA
Argentina,2006,44.83225000000001,billion cubic metres,gas,Energy Institute Statistical Review,ARG
Bolivia,2006,12.445292888113247,billion cubic metres,gas,Energy Institute Statistical Review,BOL
Brazil,2006,11.478471597613588,billion cubic metres,gas,Energy Institute Statistical Review,BRA
Colombia,2006,6.764682278595596,billion cubic metres,gas,Energy Institute Statistical Review,COL
Peru,2006,1.7086442600166893,billion cubic metres,gas,Energy Institute Statistical Review,PER
Trinidad and Tobago,2006,35.56027120522875,billion cubic metres,gas,Energy Institute Statistical Review,TTO
Venezuela,2006,34.94502000000001,billion cubic metres,gas,Energy Institute Statistical Review,VEN
Denmark,2006,10.842959023925001,billion cubic metres,gas,Energy Institute Statistical Review,DNK
Germany,2006,16.342210836,billion cubic metres,gas,Energy Institute Statistical Review,DEU
Italy,2006,10.534454000000002,billion cubic metres,gas,Energy Institute Statistical Review,ITA
Netherlands,2006,64.5027777777778,billion cubic metres,gas,Energy Institute Statistical Review,NLD
Norway,2006,88.22495452,billion cubic metres,gas,Energy Institute Statistical Review,NOR
Poland,2006,4.51285,billion cubic metres,gas,Energy Institute Statistical Review,POL
Romania,2006,11.116400000000002,billion cubic metres,gas,Energy Institute Statistical Review,ROU
Ukraine,2006,19.96359390363815,billion cubic metres,gas,Energy Institute Statistical Review,UKR
United Kingdom,2006,83.74842000000001,billion cubic metres,gas,Energy Institute Statistical Review,GBR
Azerbaijan,2006,6.604460099999999,billion cubic metres,gas,Energy Institute Statistical Review,AZE
Kazakhstan,2006,19.851454150624996,billion cubic metres,gas,Energy Institute Statistical Review,KAZ
Russian Federation,2006,604.7812057522124,billion cubic metres,gas,Energy Institute Statistical Review,RUS
Turkmenistan,2006,56.595000000000006,billion cubic metres,gas,Energy Institute Statistical Review,TKM
Uzbekistan,2006,56.595000000000006,billion cubic metres,gas,Energy Institute Statistical Review,UZB
Bahrain,2006,10.7632071610218,billion cubic metres,gas,Energy Institute Statistical Review,BHR
Iran,2006,105.27727574999999,billion cubic metres,gas,Energy Institute Statistical Review,IRN
Iraq,2006,1.3775,billion cubic metres,gas,Energy Institute Statistical Review,IRQ
Israel,2006,2.1952484403958854,billion cubic metres,gas,Energy Institute Statistical Review,ISR
Kuwait,2006,11.7895,billion cubic metres,gas,Energy Institute Statistical Review,KWT
Oman,2006,24.2914582773525,billion cubic metres,gas,Energy Institute Statistical Review,OMN
Qatar,2006,52.47450000000001,billion cubic metres,gas,Energy Institute Statistical Review,QAT
Saudi Arabia,2006,69.78795,billion cubic metres,gas,Energy Institute Statistical Review,SAU
Syria,2006,5.890624999999999,billion cubic metres,gas,Energy Institute Statistical Review,SYR
United Arab Emirates,2006,47.57025,billion cubic metres,gas,Energy Institute Statistical Review,ARE
Algeria,2006,81.2994875,billion cubic metres,gas,Energy Institute Statistical Review,DZA
Egypt,2006,52.64875000000001,billion cubic metres,gas,Energy Institute Statistical Review,EGY
Libya,2006,12.535250000000001,billion cubic metres,gas,Energy Institute Statistical Review,LBY
Nigeria,2006,26.891508243132602,billion cubic metres,gas,Energy Institute Statistical Review,NGA
Australia,2006,40.682227190504165,billion cubic metres,gas,Energy Institute Statistical Review,AUS
Bangladesh,2006,14.363368201875,billion cubic metres,gas,Energy Institute Statistical Review,BGD
Brunei,2006,12.256126585515853,billion cubic metres,gas,Energy Institute Statistical Review,BRN
China,2006,59.01359390363814,billion cubic metres,gas,Energy Institute Statistical Review,CHN
India,2006,28.186812500000002,billion cubic metres,gas,Energy Institute Statistical Review,IND
Indonesia,2006,75.3970992124035,billion cubic metres,gas,Energy Institute Statistical Review,IDN
Malaysia,2006,67.46589086206285,billion cubic metres,gas,Energy Institute Statistical Review,MYS
Myanmar,2006,12.379500000000002,billion cubic metres,gas,Energy Institute Statistical Review,MMR
Pakistan,2006,33.31947844487475,billion cubic metres,gas,Energy Institute Statistical Review,PAK
Thailand,2006,25.17026232747026,billion cubic metres,gas,Energy Institute Statistical Review,THA
Vietnam,2006,6.755,billion cubic metres,gas,Energy Institute Statistical Review,VNM
Canada,2007,174.679125,billion cubic metres,gas,Energy Institute Statistical Review,CAN
Mexico,2007,46.858574305555564,billion cubic metres,gas,Energy Institute Statistical Review,MEX
United States,2007,521.8888901653129,billion cubic metres,gas,Energy Institute Statistical Review,USA
Argentina,2007,43.59717500000001,billion cubic metres,gas,Energy Institute Statistical Review,ARG
Bolivia,2007,13.330192546305081,billion cubic metres,gas,Energy Institute Statistical Review,BOL
Brazil,2007,11.557735082607069,billion cubic metres,gas,Energy Institute Statistical Review,BRA
Colombia,2007,7.257884233266563,billion cubic metres,gas,Energy Institute Statistical Review,COL
Peru,2007,2.5751993197739735,billion cubic metres,gas,Energy Institute Statistical Review,PER
Trinidad and Tobago,2007,37.70334407365951,billion cubic metres,gas,Energy Institute Statistical Review,TTO
